invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,revenue,transaction_type
539988,21354,TOAST ITS - BEST MUM,2,2010-12-23 16:06:00,1.25,18116.0,United Kingdom,2.5,Sale
564061,21671,RED SPOT CERAMIC DRAWER KNOB,2,2011-08-22 14:38:00,1.25,14505.0,United Kingdom,2.5,Sale
578302,23534,WALL ART STOP FOR TEA ,3,2011-11-23 15:23:00,5.95,16057.0,United Kingdom,17.85,Sale
575931,22027,TEA PARTY BIRTHDAY CARD,12,2011-11-13 10:35:00,0.42,16560.0,United Kingdom,5.04,Sale
570030,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-10-07 10:44:00,0.55,12740.0,France,13.2,Sale
572921,23541,WALL ART CLASSIC PUDDINGS ,1,2011-10-26 16:57:00,8.25,15993.0,United Kingdom,8.25,Sale
545349,21947,SET OF 6 HEART CHOPSTICKS,3,2011-03-02 11:07:00,1.25,18118.0,United Kingdom,3.75,Sale
568795,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-09-29 10:19:00,6.25,17870.0,United Kingdom,6.25,Sale
551868,23230,WRAP ALPHABET DESIGN,25,2011-05-04 16:29:00,0.42,12540.0,Spain,10.5,Sale
544459,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,2011-02-20 13:52:00,8.5,17838.0,United Kingdom,34.0,Sale
562933,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,2011-08-10 16:51:00,2.46,,United Kingdom,4.92,Sale
552660,22179,SET 10 LIGHTS NIGHT OWL,1,2011-05-10 15:03:00,13.29,,United Kingdom,13.29,Sale
559507,21742,LARGE ROUND WICKER PLATTER ,1,2011-07-08 15:22:00,5.95,15920.0,United Kingdom,5.95,Sale
572026,21314,SMALL GLASS HEART TRINKET POT,16,2011-10-20 11:40:00,2.1,13245.0,United Kingdom,33.6,Sale
551532,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,3,2011-05-01 14:17:00,6.25,16554.0,United Kingdom,18.75,Sale
576078,82482,WOODEN PICTURE FRAME WHITE FINISH,10,2011-11-13 16:22:00,2.95,14432.0,United Kingdom,29.5,Sale
569545,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2011-10-04 16:37:00,4.96,,United Kingdom,4.96,Sale
569372,21880,RED RETROSPOT TAPE,3,2011-10-03 16:04:00,0.42,,United Kingdom,1.26,Sale
560047,22475,SKULL DESIGN TV DINNER TRAY,1,2011-07-14 15:01:00,4.95,17259.0,United Kingdom,4.95,Sale
567236,22689,DOORMAT MERRY CHRISTMAS RED ,4,2011-09-19 11:33:00,8.25,14735.0,United Kingdom,33.0,Sale
539475,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2010-12-19 14:41:00,9.95,16686.0,United Kingdom,9.95,Sale
581175,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-12-07 15:16:00,1.65,14646.0,Netherlands,39.6,Sale
566314,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-12 09:57:00,0.83,15358.0,United Kingdom,6.64,Sale
544462,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-02-20 14:21:00,1.25,17050.0,United Kingdom,1.25,Sale
570332,23322,LARGE WHITE HEART OF WICKER,12,2011-10-10 12:18:00,2.95,18169.0,United Kingdom,35.400000000000006,Sale
558200,22317,FIVE CATS HANGING DECORATION,1,2011-06-27 13:00:00,2.95,15976.0,United Kingdom,2.95,Sale
558703,22045,SPACEBOY GIFT WRAP,25,2011-07-01 12:47:00,0.42,13730.0,United Kingdom,10.5,Sale
577545,16236,KITTY PENCIL ERASERS,5,2011-11-20 14:43:00,0.21,16931.0,United Kingdom,1.05,Sale
549245,20724,RED RETROSPOT CHARLOTTE BAG,6,2011-04-07 12:00:00,0.85,15005.0,United Kingdom,5.1,Sale
570036,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-10-07 10:50:00,2.1,16358.0,United Kingdom,12.6,Sale
555351,23298,SPOTTY BUNTING,24,2011-06-02 12:37:00,4.95,13408.0,United Kingdom,118.8,Sale
540504,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-01-09 11:02:00,4.95,13668.0,United Kingdom,9.9,Sale
572451,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,12,2011-10-24 12:36:00,1.25,12921.0,United Kingdom,15.0,Sale
537434,22376,AIRLINE BAG VINTAGE JET SET WHITE,2,2010-12-06 16:57:00,8.47,,United Kingdom,16.94,Sale
561043,22457,NATURAL SLATE HEART CHALKBOARD ,5,2011-07-24 12:20:00,2.95,15708.0,United Kingdom,14.75,Sale
578016,23149,ANTIQUE IVORY WIRE BOWL SMALL,6,2011-11-22 13:02:00,2.49,14506.0,United Kingdom,14.94,Sale
556489,22789,T-LIGHT HOLDER SWEETHEART HANGING,3,2011-06-12 13:59:00,1.95,14704.0,United Kingdom,5.85,Sale
578522,20757,RED DAISY POCKET BOOK ,3,2011-11-24 14:09:00,0.85,17254.0,United Kingdom,2.55,Sale
565839,16161G,WRAP BAD HAIR DAY,25,2011-09-07 11:46:00,0.1,13186.0,United Kingdom,2.5,Sale
565921,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-09-08 09:13:00,4.95,13889.0,United Kingdom,29.700000000000003,Sale
541013,20749,ASSORTED COLOUR MINI CASES,12,2011-01-13 11:54:00,6.35,15694.0,United Kingdom,76.19999999999999,Sale
580685,22867,HAND WARMER BIRD DESIGN,24,2011-12-05 15:16:00,2.1,17676.0,United Kingdom,50.400000000000006,Sale
575500,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-10 09:57:00,2.55,16003.0,United Kingdom,15.3,Sale
554326,23299,FOOD COVER WITH BEADS SET 2 ,3,2011-05-23 16:32:00,3.75,13737.0,United Kingdom,11.25,Sale
550496,21458,2 PICTURE BOOK EGGS EASTER BUNNY,1,2011-04-18 15:05:00,2.46,,United Kingdom,2.46,Sale
561689,21892,TRADITIONAL WOODEN CATCH CUP GAME ,36,2011-07-29 09:01:00,1.25,15942.0,United Kingdom,45.0,Sale
547561,23126,DOLLCRAFT GIRL AMELIE,4,2011-03-24 08:44:00,4.95,14129.0,United Kingdom,19.8,Sale
554096,84192,ASSORTED COLOUR METAL CAT ,12,2011-05-22 12:51:00,1.25,14921.0,United Kingdom,15.0,Sale
573548,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-31 13:22:00,2.95,13680.0,United Kingdom,17.700000000000003,Sale
537237,85049E,SCANDINAVIAN REDS RIBBONS,2,2010-12-06 09:58:00,2.51,,United Kingdom,5.02,Sale
564856,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-08-31 09:11:00,4.15,12477.0,Germany,24.9,Sale
571286,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,1,2011-10-16 14:35:00,6.25,14547.0,United Kingdom,6.25,Sale
539742,21174,POTTERING IN THE SHED METAL SIGN,1,2010-12-21 15:20:00,4.21,,United Kingdom,4.21,Sale
555124,21172,PARTY METAL SIGN ,3,2011-05-31 15:26:00,1.45,18204.0,United Kingdom,4.35,Sale
568245,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-09-26 12:23:00,1.25,13867.0,United Kingdom,15.0,Sale
559676,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-07-11 14:40:00,0.83,17340.0,United Kingdom,9.96,Sale
562264,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-08-03 16:14:00,5.79,,United Kingdom,5.79,Sale
559698,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-07-11 17:07:00,1.65,17589.0,United Kingdom,4.949999999999999,Sale
542906,21935,SUKI  SHOULDER BAG,1,2011-02-01 15:12:00,3.29,,United Kingdom,3.29,Sale
540372,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-01-06 16:41:00,9.95,13081.0,United Kingdom,19.9,Sale
573076,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-27 14:05:00,1.65,13488.0,United Kingdom,16.5,Sale
563019,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,6,2011-08-11 12:58:00,3.75,17340.0,United Kingdom,22.5,Sale
547664,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-03-24 13:16:00,7.95,13069.0,United Kingdom,7.95,Sale
558183,22676,FRENCH BLUE METAL DOOR SIGN 1,2,2011-06-27 12:13:00,1.25,15996.0,United Kingdom,2.5,Sale
552806,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,2011-05-11 12:36:00,3.75,15729.0,United Kingdom,15.0,Sale
564760,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2011-08-30 10:47:00,3.29,,United Kingdom,6.58,Sale
570388,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-10-10 12:37:00,1.25,14911.0,EIRE,15.0,Sale
580672,22747,POPPY'S PLAYHOUSE BATHROOM,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom,4.2,Sale
580304,23319,BOX OF 6 MINI 50'S CRACKERS,4,2011-12-02 14:25:00,2.49,18055.0,United Kingdom,9.96,Sale
577519,16216,LETTER SHAPE PENCIL SHARPENER,80,2011-11-20 13:20:00,0.06,15044.0,United Kingdom,4.8,Sale
552229,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-05-06 15:40:00,2.46,,United Kingdom,2.46,Sale
575076,22470,HEART OF WICKER LARGE,6,2011-11-08 13:20:00,2.95,16639.0,United Kingdom,17.700000000000003,Sale
547102,84819,DANISH ROSE ROUND SEWING BOX,3,2011-03-21 10:41:00,4.25,14245.0,United Kingdom,12.75,Sale
581000,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-12-07 08:03:00,2.55,12720.0,Germany,15.3,Sale
567656,82580,BATHROOM METAL SIGN,1,2011-09-21 14:40:00,1.25,14096.0,United Kingdom,1.25,Sale
561359,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-07-26 15:29:00,1.65,17160.0,United Kingdom,19.8,Sale
581439,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2011-12-08 16:30:00,5.79,,United Kingdom,11.58,Sale
573008,22966,GINGERBREAD MAN COOKIE CUTTER,24,2011-10-27 12:26:00,1.06,12901.0,United Kingdom,25.44,Sale
574298,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-11-03 15:56:00,4.13,,United Kingdom,4.13,Sale
551399,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,2011-04-28 13:17:00,4.25,17874.0,United Kingdom,4.25,Sale
542057,22926,IVORY GIANT GARDEN THERMOMETER,1,2011-01-25 11:57:00,5.95,15967.0,United Kingdom,5.95,Sale
561658,22700,BLACK AND WHITE DOG BOWL,1,2011-07-28 16:06:00,2.95,12743.0,Unspecified,2.95,Sale
568103,22898,CHILDRENS APRON APPLES DESIGN,8,2011-09-23 15:45:00,1.95,12518.0,Germany,15.6,Sale
579301,21166,COOK WITH WINE METAL SIGN ,1,2011-11-29 11:32:00,2.08,18118.0,United Kingdom,2.08,Sale
577297,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-11-18 12:48:00,1.25,14593.0,United Kingdom,1.25,Sale
557502,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,2011-06-20 15:32:00,4.96,,United Kingdom,4.96,Sale
558614,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-06-30 15:56:00,2.92,,United Kingdom,2.92,Sale
566581,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-09-13 13:47:00,3.75,16081.0,United Kingdom,15.0,Sale
536572,21811,CHRISTMAS HANGING HEART WITH BELL,12,2010-12-01 15:40:00,1.25,16539.0,United Kingdom,15.0,Sale
570465,21207,SKULL AND CROSSBONES  GARLAND ,1,2011-10-10 16:02:00,1.63,,United Kingdom,1.63,Sale
577078,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,2011-11-17 15:17:00,3.73,,United Kingdom,3.73,Sale
578086,23460,SWEETHEART WALL TIDY ,2,2011-11-22 16:43:00,9.95,17519.0,United Kingdom,19.9,Sale
539455,21166,COOK WITH WINE METAL SIGN ,1,2010-12-17 17:17:00,1.95,12748.0,United Kingdom,1.95,Sale
566397,23103,JINGLE BELL HEART DECORATION,4,2011-09-12 12:54:00,1.65,17811.0,United Kingdom,6.6,Sale
536859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-03 10:43:00,2.95,12841.0,United Kingdom,5.9,Sale
549874,21156,RETROSPOT CHILDRENS APRON,2,2011-04-12 15:23:00,1.95,16919.0,United Kingdom,3.9,Sale
541684,22956,36 FOIL HEART CAKE CASES,13,2011-01-20 15:22:00,2.1,15498.0,United Kingdom,27.3,Sale
567184,84991,60 TEATIME FAIRY CAKE CASES,2,2011-09-18 15:41:00,0.55,16033.0,United Kingdom,1.1,Sale
573361,84826,ASSTD DESIGN 3D PAPER STICKERS,8,2011-10-30 12:53:00,0.85,14456.0,United Kingdom,6.8,Sale
538524,21821,GLITTER STAR GARLAND WITH BELLS ,1,2010-12-13 09:35:00,7.62,,United Kingdom,7.62,Sale
570211,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-10-09 11:15:00,1.25,13558.0,United Kingdom,1.25,Sale
547034,22845,VINTAGE CREAM CAT FOOD CONTAINER,12,2011-03-20 10:30:00,5.55,18229.0,United Kingdom,66.6,Sale
548702,21903,MAN FLU METAL SIGN,3,2011-04-03 11:36:00,2.1,17085.0,United Kingdom,6.300000000000001,Sale
539453,22757,LARGE RED BABUSHKA NOTEBOOK ,4,2010-12-17 17:08:00,2.51,,United Kingdom,10.04,Sale
537638,48184,DOORMAT ENGLISH ROSE ,1,2010-12-07 15:28:00,14.43,,United Kingdom,14.43,Sale
580771,22754,SMALL RED BABUSHKA NOTEBOOK ,2,2011-12-06 10:58:00,0.21,16015.0,United Kingdom,0.42,Sale
571239,23535,WALL ART BICYCLE SAFETY,4,2011-10-14 14:54:00,5.95,12744.0,Singapore,23.8,Sale
570818,47559B,TEA TIME OVEN GLOVE,1,2011-10-12 12:47:00,1.25,17841.0,United Kingdom,1.25,Sale
580523,35001G,HAND OPEN SHAPE GOLD,1,2011-12-04 15:00:00,1.25,17827.0,United Kingdom,1.25,Sale
556290,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-10 09:23:00,1.69,17088.0,United Kingdom,13.52,Sale
580077,23478,WOODLAND LARGE PINK FELT HEART,12,2011-12-01 14:17:00,1.25,14262.0,United Kingdom,15.0,Sale
560387,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-07-18 13:00:00,1.65,14667.0,United Kingdom,4.949999999999999,Sale
540995,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2011-01-13 09:30:00,2.46,,United Kingdom,2.46,Sale
563377,21558,SKULL LUNCH BOX WITH CUTLERY ,3,2011-08-16 10:44:00,2.55,15002.0,United Kingdom,7.649999999999999,Sale
537435,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2010-12-06 16:58:00,1.25,17920.0,United Kingdom,7.5,Sale
572457,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,18,2011-10-24 12:44:00,2.95,12594.0,Italy,53.1,Sale
554630,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-05-25 11:34:00,2.95,13268.0,United Kingdom,2.95,Sale
544885,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-02-24 11:38:00,2.55,14243.0,United Kingdom,15.3,Sale
547380,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-03-22 15:20:00,0.55,16809.0,United Kingdom,3.3000000000000003,Sale
538177,20719,WOODLAND CHARLOTTE BAG,4,2010-12-10 09:51:00,1.66,,United Kingdom,6.64,Sale
553062,22896,PEG BAG APPLES DESIGN,50,2011-05-13 11:25:00,2.1,13629.0,United Kingdom,105.0,Sale
548554,79030D,"TUMBLER, BAROQUE",24,2011-04-01 09:19:00,0.39,13694.0,United Kingdom,9.36,Sale
550437,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-04-18 12:14:00,2.55,16923.0,United Kingdom,2.55,Sale
578067,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-11-22 15:43:00,3.29,,United Kingdom,6.58,Sale
557442,22712,CARD DOLLY GIRL ,24,2011-06-20 12:53:00,0.42,14808.0,United Kingdom,10.08,Sale
568868,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2011-09-29 12:00:00,1.25,12957.0,United Kingdom,15.0,Sale
564818,22193,RED DINER WALL CLOCK,1,2011-08-30 12:10:00,16.63,,United Kingdom,16.63,Sale
574670,21240,BLUE POLKADOT CUP,1,2011-11-06 12:20:00,0.85,12838.0,United Kingdom,0.85,Sale
572287,23161,REGENCY CAKE FORK,12,2011-10-23 12:26:00,1.25,15584.0,United Kingdom,15.0,Sale
553356,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-16 14:05:00,1.65,14038.0,United Kingdom,16.5,Sale
579187,21650,ASSORTED TUTTI FRUTTI BRACELET,5,2011-11-28 15:31:00,0.83,,United Kingdom,4.15,Sale
541552,21557,SET OF 6 FUNKY BEAKERS,2,2011-01-19 11:15:00,2.95,15039.0,United Kingdom,5.9,Sale
573894,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-11-01 13:59:00,2.08,17812.0,United Kingdom,2.08,Sale
575875,70007,HI TEC ALPINE HAND WARMER,2,2011-11-11 13:06:00,3.29,,United Kingdom,6.58,Sale
548213,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-03-30 09:15:00,4.15,15521.0,United Kingdom,16.6,Sale
574476,21982,PACK OF 12 SUKI TISSUES ,12,2011-11-04 12:20:00,0.39,17203.0,United Kingdom,4.68,Sale
577228,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-11-18 12:07:00,2.1,12391.0,Cyprus,2.1,Sale
553340,20718,RED RETROSPOT SHOPPER BAG,20,2011-05-16 12:20:00,1.25,15125.0,United Kingdom,25.0,Sale
578925,22977,DOLLY GIRL CHILDRENS EGG CUP,3,2011-11-27 12:13:00,1.25,17365.0,United Kingdom,3.75,Sale
578781,22902,TOTE BAG I LOVE LONDON,2,2011-11-25 11:54:00,2.1,15872.0,United Kingdom,4.2,Sale
564758,22870,NUMBER TILE COTTAGE GARDEN 2,1,2011-08-30 10:39:00,4.13,,United Kingdom,4.13,Sale
571508,23378,PACK OF 12 50'S CHRISTMAS TISSUES,3,2011-10-17 15:27:00,0.83,,United Kingdom,2.49,Sale
557268,22714,CARD BIRTHDAY COWBOY,12,2011-06-19 11:26:00,0.42,13097.0,United Kingdom,5.04,Sale
552867,22456,NATURAL SLATE CHALKBOARD LARGE ,18,2011-05-12 08:36:00,4.25,15513.0,United Kingdom,76.5,Sale
560922,22991,GIRAFFE WOODEN RULER,12,2011-07-21 19:34:00,1.95,14911.0,EIRE,23.4,Sale
543820,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2011-02-13 16:05:00,2.1,16084.0,United Kingdom,4.2,Sale
559816,22713,CARD I LOVE LONDON ,5,2011-07-12 16:11:00,0.83,,United Kingdom,4.15,Sale
575898,21481,FAWN BLUE HOT WATER BOTTLE,3,2011-11-11 15:08:00,3.75,16368.0,United Kingdom,11.25,Sale
559497,23103,JINGLE BELL HEART DECORATION,6,2011-07-08 13:54:00,3.29,,United Kingdom,19.74,Sale
571809,20679,EDWARDIAN PARASOL RED,1,2011-10-19 11:44:00,5.95,15039.0,United Kingdom,5.95,Sale
539436,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2010-12-17 14:49:00,3.36,,United Kingdom,3.36,Sale
546486,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-14 11:41:00,0.42,15039.0,United Kingdom,0.84,Sale
567866,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-09-22 14:13:00,5.45,16669.0,United Kingdom,16.35,Sale
538177,22224,WHITE LOVEBIRD LANTERN,2,2010-12-10 09:51:00,5.91,,United Kingdom,11.82,Sale
567666,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-09-21 15:23:00,1.65,12520.0,Germany,13.2,Sale
578347,22798,ANTIQUE GLASS DRESSING TABLE POT,5,2011-11-24 09:26:00,5.79,,United Kingdom,28.95,Sale
546562,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-15 10:45:00,12.75,16293.0,United Kingdom,12.75,Sale
569474,23507,MINI PLAYING CARDS BUFFALO BILL ,6,2011-10-04 12:39:00,0.42,14178.0,United Kingdom,2.52,Sale
565396,21975,PACK OF 60 DINOSAUR CAKE CASES,6,2011-09-02 16:39:00,0.55,,United Kingdom,3.3000000000000003,Sale
557007,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,7,2011-06-16 11:30:00,4.95,12484.0,Spain,34.65,Sale
546236,22224,WHITE LOVEBIRD LANTERN,6,2011-03-10 12:48:00,2.95,12370.0,Cyprus,17.700000000000003,Sale
545217,22994,TRAVEL CARD WALLET RETROSPOT,1,2011-02-28 16:59:00,0.83,,United Kingdom,0.83,Sale
542080,21156,RETROSPOT CHILDRENS APRON,8,2011-01-25 12:16:00,1.95,13815.0,Germany,15.6,Sale
559557,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-07-11 10:33:00,0.39,17444.0,Canada,4.68,Sale
572081,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-10-20 14:13:00,3.75,16592.0,United Kingdom,15.0,Sale
564962,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,2011-08-31 14:35:00,0.85,17777.0,United Kingdom,1.7,Sale
538533,22197,SMALL POPCORN HOLDER,2,2010-12-13 10:31:00,0.85,14796.0,United Kingdom,1.7,Sale
547386,22960,JAM MAKING SET WITH JARS,2,2011-03-22 15:52:00,8.29,,United Kingdom,16.58,Sale
575176,22100,SKULLS SQUARE TISSUE BOX,1,2011-11-08 18:29:00,2.46,,United Kingdom,2.46,Sale
580730,22983,CARD BILLBOARD FONT,1,2011-12-05 17:28:00,0.83,,United Kingdom,0.83,Sale
546910,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,4,2011-03-17 19:46:00,2.95,13969.0,United Kingdom,11.8,Sale
573544,21484,CHICK GREY HOT WATER BOTTLE,4,2011-10-31 13:11:00,4.25,12856.0,United Kingdom,17.0,Sale
571913,23104,IVORY CAFE HANGING LAMP ,2,2011-10-19 15:29:00,12.5,18210.0,United Kingdom,25.0,Sale
571724,23360,SET 8 CANDLES VINTAGE DOILY,12,2011-10-19 08:20:00,1.95,12572.0,Germany,23.4,Sale
571809,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,2011-10-19 11:44:00,4.25,15039.0,United Kingdom,8.5,Sale
557502,20719,WOODLAND CHARLOTTE BAG,3,2011-06-20 15:32:00,1.63,,United Kingdom,4.89,Sale
540372,16156S,WRAP PINK FAIRY CAKES ,25,2011-01-06 16:41:00,0.42,13081.0,United Kingdom,10.5,Sale
544634,22383,LUNCH BAG SUKI DESIGN ,5,2011-02-22 11:02:00,1.65,17994.0,United Kingdom,8.25,Sale
566746,23060,HEART BEADED TRELLIS DECORATION,12,2011-09-14 15:18:00,2.08,13321.0,United Kingdom,24.96,Sale
546922,21931,JUMBO STORAGE BAG SUKI,10,2011-03-18 09:59:00,1.95,14110.0,United Kingdom,19.5,Sale
548162,20734,SILVER MINI TAPE MEASURE ,7,2011-03-29 13:42:00,1.63,,United Kingdom,11.41,Sale
537237,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,3,2010-12-06 09:58:00,0.84,,United Kingdom,2.52,Sale
555520,23284,DOORMAT KEEP CALM AND COME IN,1,2011-06-05 11:14:00,7.95,15038.0,United Kingdom,7.95,Sale
572896,POST,POSTAGE,4,2011-10-26 14:41:00,40.0,12456.0,Switzerland,160.0,Sale
565232,48194,DOORMAT HEARTS,1,2011-09-02 09:30:00,15.79,,United Kingdom,15.79,Sale
570212,23284,DOORMAT KEEP CALM AND COME IN,1,2011-10-09 11:29:00,8.25,17811.0,United Kingdom,8.25,Sale
537643,20828,GLITTER BUTTERFLY CLIPS,1,2010-12-07 15:34:00,5.06,,United Kingdom,5.06,Sale
537055,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-05 11:45:00,2.95,16814.0,United Kingdom,17.700000000000003,Sale
555406,22297,HEART IVORY TRELLIS SMALL,2,2011-06-02 19:50:00,1.25,17231.0,United Kingdom,2.5,Sale
539434,22190,LOCAL CAFE MUG,2,2010-12-17 14:41:00,2.51,,United Kingdom,5.02,Sale
579777,23367,SET 12 COLOUR PENCILS SPACEBOY ,2,2011-11-30 15:13:00,1.25,,United Kingdom,2.5,Sale
568917,22867,HAND WARMER BIRD DESIGN,12,2011-09-29 14:11:00,2.1,15955.0,United Kingdom,25.200000000000003,Sale
556102,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-06-08 16:15:00,3.75,13115.0,United Kingdom,30.0,Sale
556727,22727,ALARM CLOCK BAKELIKE RED ,4,2011-06-14 11:33:00,3.75,17675.0,United Kingdom,15.0,Sale
580044,23470,CARD HOLDER LOVE BIRD LARGE ,2,2011-12-01 12:36:00,6.25,14869.0,United Kingdom,12.5,Sale
551279,22740,POLKADOT PEN,240,2011-04-27 13:19:00,0.72,16013.0,United Kingdom,172.79999999999998,Sale
540469,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-01-07 14:04:00,3.75,12484.0,Spain,7.5,Sale
564838,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-08-30 12:43:00,2.46,,United Kingdom,4.92,Sale
555583,48187,DOORMAT NEW ENGLAND,2,2011-06-06 09:03:00,7.95,13534.0,United Kingdom,15.9,Sale
569246,22791,T-LIGHT GLASS FLUTED ANTIQUE,7,2011-10-03 09:57:00,2.46,14096.0,United Kingdom,17.22,Sale
568381,22340,NOEL GARLAND PAINTED ZINC ,24,2011-09-27 09:24:00,0.39,14321.0,United Kingdom,9.36,Sale
575941,85174,S/4 CACTI CANDLES,2,2011-11-13 11:39:00,4.95,16438.0,United Kingdom,9.9,Sale
572758,22227,HANGING HEART MIRROR DECORATION ,2,2011-10-25 18:39:00,1.25,,United Kingdom,2.5,Sale
543450,22135,MINI LADLE LOVE HEART PINK,2,2011-02-08 12:12:00,0.83,,United Kingdom,1.66,Sale
578067,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-11-22 15:43:00,3.29,,United Kingdom,3.29,Sale
572325,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-10-24 09:54:00,1.74,14607.0,United Kingdom,1044.0,Sale
578013,21329,DINOSAURS  WRITING SET ,2,2011-11-22 12:55:00,1.65,17360.0,United Kingdom,3.3,Sale
573379,23530,WALL ART ONLY ONE PERSON ,6,2011-10-30 14:03:00,4.95,15680.0,United Kingdom,29.700000000000003,Sale
546383,85206A,CREAM FELT EASTER EGG BASKET,6,2011-03-11 12:54:00,1.65,13654.0,United Kingdom,9.9,Sale
563848,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-08-19 14:57:00,1.25,14911.0,EIRE,30.0,Sale
538008,21843,RED RETROSPOT CAKE STAND,2,2010-12-09 12:17:00,10.95,12683.0,France,21.9,Sale
571188,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-14 11:42:00,2.95,12783.0,Portugal,17.700000000000003,Sale
547971,84522,PINK PARTY SUNGLASSES,2,2011-03-28 16:37:00,1.95,17917.0,United Kingdom,3.9,Sale
578032,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-11-22 13:41:00,4.15,16633.0,United Kingdom,16.6,Sale
546569,22148,EASTER CRAFT 4 CHICKS ,12,2011-03-15 10:53:00,1.95,14016.0,EIRE,23.4,Sale
